rank,name,year,director,actors,movie_type,country,language,release_date,duration,aka,score,score_people,five_star,four_star,three_star,two_star,one_star,summary_title,summary
94,春光乍泄 春光乍洩,1997,王家卫,张国荣/梁朝伟/张震/格利高里·戴顿,剧情/爱情/同性,中国香港 / 日本 / 韩国,粤语 / 汉语普通话 / 西班牙语,1997-05-30(中国香港),96分钟,一起快乐 / Happy Together / Buenos Aires Affair,9.0,699762,58.0%,33.5%,7.6%,0.6%,0.3%,春光乍泄的剧情简介,黎耀辉（梁朝伟）与何宝荣（张国荣）是一对同性恋人，为了有新的开始，他们怀着美丽的梦想（去看南美洲大瀑布）离开香港来到阿根廷，却在布宜诺斯艾利斯迷了路。黎耀辉想安下心来过日子，无奈何宝荣于夜夜笙歌中放纵着自己的生命，以期找寻更多的刺激，只当黎耀辉是他受伤后的港湾，两人分歧 、争吵越来越多，心的距离越来越远。黎耀辉明白过去的日子不可能再复返时，决定离开何宝荣，而正是在他离开后，绝望的意味（对黎耀辉的爱）才在何宝荣的脑海中完整地浮现。
95,海豚湾 The Cove,2009,路易·西霍尤斯,路易·西霍尤斯/瑞克·欧贝瑞/哈迪·琼斯/保罗·沃森/森下丈二/罗杰·S·佩恩/迈克尔·伊利夫/伊恩·坎贝尔/道格·德马斯特/戴夫·拉斯托维奇/查尔斯·汉柏顿/桜井速人/曼迪-蕾·克鲁克香克/柯克·克雷克/约翰·波特/汉娜·墨尔买德/杰夫·潘图克霍夫/伊莎贝尔·卢卡斯/海顿·潘妮蒂尔,纪录片,美国,英语 / 日语,2009-07-31(美国),92分钟,血色海湾(台) / 海湾 / 海湾屠场 / 海湾峡谷 / The Rising,9.3,378808,71.4%,22.8%,4.9%,0.6%,0.4%,海豚湾的剧情简介,日本和歌山县太地，是一个景色优美的小渔村，然而这里却常年上演着惨无人道的一幕。每年，数以万计的海豚经过这片海域，他们的旅程却在太地戛然而止。渔民们将海豚驱赶到靠近岸边的一个地方，来自世界各地的海豚训练师挑选合适的对象，剩下的大批海豚则被渔民毫无理由地赶尽杀绝。这些屠杀，这些罪行，因为种种利益而被政府和相关组织所隐瞒。理查德•贝瑞（Richard O’Barry）年轻时曾是一名海豚训练师，他所参与拍摄电影《海豚的故事》备受欢迎。但是，一头海豚的死让理查德的心灵受到强烈的震撼。从此，他致力于拯救海豚的活动。不顾当地政府和村民百般阻挠，他和他的摄影团队想方设法潜入太地的海豚屠杀场，只为将罪行公之于众，拯救人类可爱的朋友……本片荣获2010年第82届奥斯卡金像奖最佳纪录长片奖。
96,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,2003,戈尔·维宾斯基,约翰尼·德普/杰弗里·拉什/奥兰多·布鲁姆/凯拉·奈特莉/杰克·达文波特/乔纳森·普雷斯,动作/奇幻/冒险,美国,英语,2003-11-21(中国大陆),143 分钟,加勒比海盗1：黑珍珠号的诅咒 / 神鬼奇航：鬼盗船魔咒(台) / 魔盗王：决战鬼盗船 / 海盗船,8.8,952272,52.3%,38.4%,8.7%,0.5%,0.1%,加勒比海盗的剧情简介,"故事发生在18世纪，传说中海盗最为活跃的加勒比海。风趣迷人的杰克·斯伯洛（约翰尼·德普 Johnny Depp 饰），是活跃在加勒比海上的海盗，拥有属于自己的“黑珍珠”号海盗船。对他来说，最惬意的生活就是驾驶着“黑珍珠”号在加勒比海上游荡，自由自在的打劫过往船只。但不幸的是，他的仇敌，老谋深算的巴尔巴罗萨船长(杰弗里·拉什 Geoffrey Rush 饰)偷走了他的“黑珍珠”号。巴伯萨是一个无恶不作的坏蛋，他抢劫了杰克的""黑珍珠号""后，更加猖狂，在加勒比海上横行霸道，一时成为整个加勒比海的霸主。一次，巴伯萨一伙袭击了罗亚尔港小镇，还绑架了总督的女儿伊莉莎白·斯万(凯拉·奈特莉 Keira Knightley 饰)和伊莉莎白青梅竹马的铁匠学徒威尔·特纳（奥兰多·布鲁姆 Orlando Bloom 饰），想方设法救出了狱中的船长杰克，偷来英国皇家舰队最..."
97,美国往事 Once Upon a Time in America,1984,赛尔乔·莱昂内,罗伯特·德尼罗/詹姆斯·伍兹/伊丽莎白·麦戈文/乔·佩西/伯特·杨/塔斯黛·韦尔德/特里特·威廉斯/丹尼·爱罗/理查德·布赖特/詹姆斯·海登/威廉·弗西斯/达兰妮·弗鲁格/拉里·拉普/理查德·弗让吉/罗伯特·哈珀/詹妮弗·康纳利,剧情/犯罪,美国 / 意大利,英语 / 法语 / 意大利语,1984-02-17(波士顿首映),229分钟(导演剪辑版),四海兄弟(台) / 义薄云天(港) / C'era una volta in America,9.1,462563,65.4%,27.3%,6.1%,0.7%,0.4%,美国往事的剧情简介,1933年，纽约流氓Noodles（罗伯特·德·尼罗 饰）因向哈洛伦警司（布鲁斯·巴伦堡 饰）通风报信害死了三名同伙而被追杀。逃亡之前，他打开了存放帮派基金的手提箱，里面却只有报纸。 1968年，已改名换姓的Noodles收到一封犹太会堂通知迁葬亲友的信。Noodles联系拉比，得知信是八个月前寄出的，他的三名同伙已被迁葬至一所豪华公墓。Noodles回到纽约，找老友莫（拉里·拉普 饰）了解情况，却一无所获。闲谈中，Noodles问起莫的妹妹黛博拉（伊丽莎白·麦戈文 饰）的情况，得知其已成名角。 原来，两人少时互有好感，但黛博拉（詹妮弗·康纳利 饰）志向高远脚踏实地，理智地将街头混混Noodles（斯科特·提勒 饰）拒于门外。 Noodles在公墓发现了一把钥匙，并用钥匙打开了当年存放手提箱的储物柜。这一次，箱子里有满满的百元钞，还有写着“下一份工作...
98,红辣椒 パプリカ,2006,今敏,林原惠美/江守彻/堀胜之祐/古谷彻/大塚明夫/山寺宏一/田中秀幸/兴梠里美/岩田光央/爱河里花子/川濑晶子/太田真一郎/福松进纱/胜杏里/宫下荣治/三户耕三/今敏/筒井康隆,科幻/动画/悬疑/惊悚,日本,日语,2006-09-02(威尼斯电影节),90 分钟,盗梦侦探(港/台) / 帕布莉卡 / Paprika,9.0,555436,61.6%,30.2%,7.2%,0.7%,0.3%,红辣椒的剧情简介,近未来，为了治疗现代人类越来越多、越来越严重的精神疾病，位于东京的精神医疗综合研究所开发出一种可以反映他人梦境的机器。通过微型DC的帮助，梦境在显示器上呈现出来，更方便找到一个人焦虑的症结。某日，三台微型DC失窃，与之相关的研究人员的梦境接连被人侵入，随后受到严重伤害。美女医疗师千叶敦子另一个身份是梦境侦探“红辣椒”，她能够与患者同步体验梦境。为避免盗贼利用微型DC进一步作恶，她不得不潜入受害者的梦中寻找恐怖分子，一场充满奇幻和惊险的争斗旋即展开……本片入围2006年威尼斯电影节主竞赛单元，荣获2007年葡萄牙奇幻电影节影评人选择奖、2006年蒙特利尔电影节大众选择奖。
99,七宗罪 Se7en,1995,大卫·芬奇,摩根·弗里曼/布拉德·皮特/凯文·史派西/格温妮斯·帕特洛/安德鲁·凯文·沃克/约翰·卡西尼/雷格·E·凯蒂/李·厄米,剧情/悬疑/惊悚/犯罪,美国,英语,1995-09-22(美国),127分钟,火线追缉令(台) / 7宗罪 / Seven,8.8,1043652,51.0%,39.2%,9.0%,0.6%,0.2%,七宗罪的剧情简介,“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩塞（摩根•弗里曼 Morgan Freeman 饰）和血气方刚的新扎警员米尔斯（布拉德•皮特 Brad Pitt 饰）都陷入了破案的谜团中。他们去图书馆研读但丁的《神曲》，企图从人间地狱的描绘中找到线索，最后从宗教文学哲学的世界中找到了凶手作案计划和手段的蛛丝马迹。凶手前来投案自首，这令众人都松了一口气，以为案件就此结束，怎料还是逃不出七宗罪的杀人逻辑，这次凶手瞄准的目标，是那个犯了“愤怒”罪的人……
100,唐伯虎点秋香 唐伯虎點秋香,1993,李力持,周星驰/巩俐/陈百祥/郑佩佩/朱咪咪/梁家仁/苑琼丹/梁荣忠/黄一山/黄霑/吴镇宇/刘家辉/蓝洁瑛/谷德昭/陈辉虹/李健仁/宣萱/温翠苹,喜剧/爱情/古装,中国香港,粤语,1993-07-01(中国香港),102 分钟,Flirting Scholar,8.8,1204151,49.1%,40.1%,10.0%,0.6%,0.1%,唐伯虎点秋香的剧情简介,唐伯虎（周星驰 饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当 家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺命书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。
101,狩猎 Jagten,2012,托马斯·温特伯格,麦斯·米科尔森/托玛斯·博·拉森/安妮卡·韦德科普/拉丝·弗格斯托姆/苏西·沃德/亚历山德拉·拉帕波特/布贾内·亨里克森/安妮·路易丝·哈辛/拉斯·兰特,剧情,丹麦 / 瑞典,丹麦语 / 英语 / 波兰语,2012-05-20(戛纳电影节),115分钟,诬网(港) / 谎言的烙印(台) / 捕猎 / The Hunt,9.1,458770,62.7%,31.0%,5.4%,0.5%,0.4%,狩猎的剧情简介,刚刚和妻子离婚的卢卡斯（麦斯·米科尔森 Mads Mikkelsen 饰）目前在一家托儿所工作，心地善良个性温和的他很快就受到了同事和孩子们的喜爱，其中，一个名叫卡拉（安妮卡·韦德科普 Annika Wedderkopp 饰）的早熟女孩对卢卡斯尤为的亲近。面对女孩幼稚 而单纯的示好，卢卡斯只能婉转的拒绝，可令他没有想到的是，这一举动将他的生活推向了风口浪尖。卡拉报复性的谎言让卢卡斯背负起了性侵女童的罪名，一时间，这个好好先生成为了整个小镇排挤和压迫的对象。好友的愤怒，前妻的不信任，爱犬的死亡和陌生人的恶意让卢卡斯几近崩溃，而当小小的卡拉吐露真相之后，恶意却并没有随着卢卡斯的重获清白而划下句点。
102,幽灵公主 もののけ姫,1997,宫崎骏,松田洋治/石田百合子/田中裕子/小林薰/西村雅彦/上条恒彦/岛本须美/渡边哲/佐藤允/名古屋章/美轮明宏/森光子/森繁久弥,动画/奇幻/冒险,日本,日语,2025-05-01(中国大陆),134分钟,魔法公主 / 幽灵少女 / 物之怪姬 / Princess Mononoke,8.9,656940,56.6%,34.5%,8.2%,0.6%,0.2%,幽灵公主的剧情简介,少年阿席达卡为解开诅咒之谜，意外卷入一场人类与森林的战争漩涡。由白狼养大的幽灵公主小桑，挥舞利刃守护森林圣地；而炼铁场的首领黑帽，为百姓生存不断掠夺森林，正策划着一场“弑神行动”......随着森林山兽神的现身，各方势力蠢蠢欲动，在这场跨越种族的生死博弈中，一个关于人类命运的终极秘密，即将揭晓……
103,甜蜜蜜,1996,陈可辛,黎明/张曼玉/杨恭如/曾志伟/杜可风/张同祖/诸慧荷/丁羽,剧情/爱情,中国香港,粤语 / 汉语普通话 / 英语,2015-02-13(中国大陆),118分钟(中国大陆),Comrades: Almost a Love Story,8.9,658095,55.5%,36.1%,7.7%,0.5%,0.2%,甜蜜蜜的剧情简介,改革开放初期，黎小军（黎明 饰）告别女友小婷（杨恭如 饰）从天津（国语版中为无锡）来到香港讨生活，期望有天挣到大钱把小婷接来与之风风光光地成婚，没料想日子会比想象中的难熬许多。黎小军在快餐店与同样从大陆到港讨生活但避讳谈自己身份的李翘（张曼玉 饰）结识后，因为共同喜爱邓丽君，两人人在异乡的孤独都有了某种程度的缓解，并在交往的过程中生出了真爱，可是世事难料，两人最终无奈分手，黎小军成了小婷的老公，李翘跟了在黑社会做事的豹哥（曾志伟 饰）。然而因为邓丽君，两人的缘分并没到此为止。
104,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,2012,克里斯托弗·诺兰,克里斯蒂安·贝尔/汤姆·哈迪/安妮·海瑟薇/约瑟夫·高登-莱维特/玛丽昂·歌迪亚/加里·奥德曼/迈克尔·凯恩/摩根·弗里曼/朱诺·坦普尔/乔什·平茨/丹尼尔·逊亚塔/内斯特·卡博内尔/伯恩·戈曼/连姆·尼森/乔伊·金/艾丹·吉伦/基里安·墨菲/乔什·斯图沃特/马修·莫迪恩/本·门德尔森,剧情/动作/科幻/惊悚/犯罪,美国 / 英国,英语 / 阿拉伯语,2012-08-27(中国大陆),165分钟,蝙蝠侠前传3：黑暗骑士崛起 / 黑暗骑士：黎明升起(台) / 蝙蝠侠：夜神起义(港) / 蝙蝠侠前传3：黑骑再起 / 蝙蝠侠7：黑暗骑士崛起 / 暗夜骑士崛起 / T.D.K.R. / TDKR / Batman 3: The Dark Knight Rises,8.9,801257,54.3%,35.8%,8.9%,0.7%,0.2%,蝙蝠侠：黑暗骑士崛起的剧情简介,检察官哈维·登特（艾伦·艾克哈特 Aaron Eckhart 饰）死后的八年间，哥谭市在戈登警长（加里·奥德曼 Gary Oldman 饰）的努力下有效地遏制了犯罪活动。而蝙蝠侠布鲁斯·韦恩（克里斯蒂安·贝尔 Christian Bale 饰）因为背负谋杀登特的罪名，被 警方通缉，在哥谭市销声匿迹。然而，这看似平静的状态被恐怖分子贝恩（汤姆·哈迪 Tom Hardy 饰）的出现打破，他利用猫女（安妮·海瑟薇 Anne Hathaway 饰）偷取布鲁斯的指纹，致使韦恩集团面临破财，布鲁斯被赶出董事会。为了保证韦恩集团投资的能源项目不被坏人利用制造核弹，布鲁斯帮助米兰达（玛丽昂·歌迪亚 Marion Cotillard 饰）成为董事会主席。贝恩接下来一连串精密设计的计划将哥谭市陷入孤绝之境，毁灭之日指日可待。布鲁斯只能再次肩负起拯救哥谭的重任，然而至亲的...
105,寄生虫 기생충,2019,奉俊昊,宋康昊/李善均/曹汝贞/崔宇植/朴素丹/李姃垠/张慧珍/郑知晓/朴明勋/朴叙俊/朴根禄/郑贤俊/朴孝新/安德烈亚斯·弗龙克,剧情,韩国,韩语 / 英语,2019-05-21(戛纳电影节),132分钟,寄生上流(台) / 上流寄生族(港) / 패러사이트 / Parasite / Gisaengchung,8.8,1523624,50.3%,41.0%,7.9%,0.6%,0.3%,寄生虫的剧情简介,基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个头脑简单出手又阔绰的女人，因为自己要出国留学，所以将家教的职位暂时转交给基宇。就这样，基宇来到了朴社长（李善均 饰）家中，并且见到了他的太太（赵汝贞 饰），没过多久，基宇的妹妹和父母也如同寄生虫一般的进入了朴社长家里工作。然而，他们的野心并没有止步于此，基宇更是和大小姐坠入了爱河。随着时间的推移，朴社长家里隐藏的秘密渐渐浮出了水面。
106,天书奇谭,1983,王树忱,丁建华/毕克/苏秀/程晓桦/施融/于鼎/杨成纯/孙渝烽/胡庆汉/尚华/刘广宁/乔榛/严崇德/伍经纬/童自荣/程玉珠/曹雷/王建新/杨文元/富润生/刘钦/刘风/翟巍/张欣/郭易峰/王肖兵,动画/奇幻,中国大陆,汉语普通话,1983(中国大陆),89分钟,天书奇谭4K纪念版 / The Legend of Sealed Book / Secrets of the Heavenly Book,9.2,325297,68.8%,25.6%,5.1%,0.4%,0.2%,天书奇谭的剧情简介,天庭有珍奇书籍“天书”，被锁在石龛门里三千年。看守天书的袁公对天书的内容好奇不已，他乘无人之际，偷偷拿出观看。原来，天书上记录了一百〇八条法术，袁公偷偷下凡，把天书上的内容刻在石壁上。但本意造福人类的袁公此举却触犯了天条，遭到了玉帝的惩罚。炼丹炉里的仙丹不慎被三条狐狸偷吃了，她们变成精下凡骗人钱财，还假扮仙姑和官府勾结，欺压百姓，祸害人间。袁公便指引天赋异禀的蛋生——一个从蛋里跳出来的孩子修习天书上的法术，和狐狸精斗智斗勇，为民除害。
107,7号房的礼物 7번방의 선물,2013,李焕京,柳承龙/朴信惠/郑镇荣/金正泰/吴达洙/朴元尚/郑满植/葛素媛,剧情/喜剧/家庭,韩国,韩语,2013-01-23(韩国),127分钟,戆爸的礼物(港) / 7号囚房的礼物 / 12月23日 / Gift From Room / Find Miracle in Cell No.7 / Miracle In Cell No.7,8.9,613538,57.5%,33.5%,8.0%,0.8%,0.3%,7号房的礼物的剧情简介,1997年，只有6岁儿童智商的智障男子李龙久（柳成龙 饰）和可爱的女儿艺胜（葛素媛 饰）相依为命，生活虽然简单清贫，却充满幸福。某天，执着为女儿买美少女战士书包的龙久意外卷入一起幼童诱拐奸杀案，而死者竟是警察局长的女儿。龙久懵懂无知，搞不清状况，昏头昏脑就被投入监狱。在7号牢房中，聚集着走私犯蘇杨浩（吴达洙 饰）、诈骗犯崔春浩（朴元尚 饰）、通奸犯姜万范（金正泰 饰）、恐吓犯老徐（金基灿 饰）和抢劫犯申奉植（郑万植 饰）等五毒俱全的“社会渣滓”。龙久孩子般纯洁的心渐渐感动了这几个“大坏蛋”，他们甚至不惜冒险将艺胜带入牢房与父亲相会。黑暗冰冷的监牢内，7号牢房阳光满满……
108,超能陆战队 Big Hero 6,2014,唐·霍尔,斯科特·安第斯/瑞恩·波特/丹尼尔·海尼/T·J·米勒/郑智麟/小达蒙·韦恩斯/珍尼希斯·罗德里格兹/詹姆斯·克伦威尔/艾伦·图代克/玛娅·鲁道夫/亚布拉哈姆·本鲁比/凯蒂·洛斯/比利·布什/丹尼尔·吉尔森/保罗·布里格斯,喜剧/动作/科幻/动画/冒险,美国,英语,2015-02-28(中国大陆),102分钟,大英雄联盟(港) / 大英雄天团(台) / 六大英雄 / (●—●),8.8,1126603,49.3%,40.2%,9.8%,0.6%,0.1%,超能陆战队的剧情简介,未来世界的超级都市旧京山（San Fransokyo），热爱发明创造的天才少年小宏，在哥哥泰迪的鼓励下参加了罗伯特·卡拉汉教授主持的理工学院机器人专业的入学大赛。他凭借神奇的微型磁力机器人赢得观众、参赛者以及考官的一致好评，谁知突如其来的灾难却将小宏的梦想和人生毁于一旦。大火烧毁了展示会场，而哥哥为了救出受困的卡拉汉教授命丧火场。身心饱受创伤的小宏闭门不出，哥哥生前留下的治疗型机器人大白则成为安慰他的唯一伙伴。原以为微型机器人也毁于火灾，谁知小宏和大白竟意外发现有人在某座废弃工厂内大批量地生产他的发明。稍后哥哥的朋友们弗雷德等人也加入进来，他们穿上小宏发明的超级战士战斗装备，和怀有险恶阴谋的神秘对手展开较量……
109,爱在黎明破晓前 Before Sunrise,1995,理查德·林克莱特,伊桑·霍克/朱莉·德尔佩/安德莉亚·埃克特/汉诺·波西尔/卡尔·布拉克施魏格尔/特克斯·鲁比诺威茨/埃尔尼·曼戈尔德/多米尼克·卡斯特尔/海蒙·玛丽亚·巴汀格/哈拉尔德·魏格莱因/汉斯·魏因加特纳/彼得·艾利·休默/休伯特·法比安·库尔特勒/约翰·斯洛斯/克里斯蒂安·安科维奇/亚当·戈德堡/保罗·波伊特,剧情/爱情,美国 / 奥地利 / 瑞士,英语 / 德语 / 法语,1995-01-27(美国),101分钟,情留半天(港) / 爱在黎明破晓时(台) / 日出之前,8.8,783388,54.5%,34.4%,9.8%,1.0%,0.3%,爱在黎明破晓前的剧情简介,美国青年杰西（伊桑·霍克 Ethan Hawke 饰）在火车上偶遇了法国女学生塞琳娜（朱莉·德尔佩 Julie Delpy 饰），两人在火车上交谈甚欢。当火车到达维也纳时，杰西盛情邀请塞琳娜一起在维也纳游览一番，即使杰西翌日便要坐飞机离开。与杰西一见钟情的塞琳娜接受了杰西的邀请。他们一边游览城市，一边谈论着彼此的过去 ，彼此对生活的感想，两人了解越加深刻。他们非常珍惜这美妙的晚上，这对恋人一起经历了很多浪漫的经历因为他们约定在半年后再见，而此次约会将会在日出之间结束……
110,第六感 The Sixth Sense,1999,M·奈特·沙马兰,布鲁斯·威利斯/海利·乔·奥斯蒙/托妮·科莱特/奥莉维亚·威廉姆斯/唐尼·沃尔伯格/特拉沃·摩根/彼得·安东尼·唐伯蒂斯/格伦·菲茨杰拉德/米莎·巴顿/Lisa Summerour/法尔德斯·巴姆/杰弗里·泽布尼斯,剧情/悬疑/惊悚,美国,英语 / 拉丁语 / 西班牙语,1999-08-06(美国),107分钟,鬼眼(港) / 灵异第六感(台),8.9,625925,54.9%,37.0%,7.5%,0.5%,0.1%,第六感的剧情简介,麦克（布鲁斯·威利斯 饰）是著名儿童心理学家，却也有始终未能治愈的患者，甚至因此遭到枪击，这名少年随后也饮枪自毙。这给麦克带来很大心理阴影，一年后他找到另一个症状很像这名患者的男孩柯尔（海利·乔·奥斯蒙 饰），并耐心的做起了他的医生。柯尔并不容易接近，但麦克还是慢慢赢得 了他的信任，得知了柯尔的秘密。原来柯尔有着灵异的第六感，可以看到鬼魂。虽然这令人感到难以置信，但麦克在证实了事情的真相后还是帮助柯尔接受了这个事实。可是就在问题即将得到解决的时候，麦克却在柯尔的引导下，发现了一个更令人震惊的秘密……
111,爱在日落黄昏时 Before Sunset,2004,理查德·林克莱特,伊桑·霍克/朱莉·德尔佩/弗农·多布切夫/路易丝·勒莫瓦纳·托雷斯/罗多尔·保利/玛丽安·普莱施泰格/迪亚博洛/丹尼·弗拉/艾伯特·德尔佩/玛丽·佩里,剧情/爱情,美国 / 法国,英语 / 法语,2004-02-10(柏林电影节),80 分钟,日落巴黎(港) / 爱在日落巴黎时(台) / 日落之前 / 情留相逢时 / 爱在日落余晖时 / 爱在日落黄昏前,8.9,640627,56.5%,33.8%,8.6%,0.8%,0.3%,爱在日落黄昏时的剧情简介,九年前，杰西（伊桑·霍克 Ethan Hawke 饰）与席琳（朱莉·德尔佩 Julie Delpy 饰）在火车上不期而遇，怦然心动。在维也纳渡过疯狂而又浪漫的一夜后，他们在日出前分手，并相约在维也纳重逢。九年之后，杰西已成为畅销书作家，而席琳则是法国环保组织成员。杰西在新书里娓娓道来的，正是九年前的浪漫夜晚。在巴黎促销新书时，杰西与席琳在书店相遇，然而他们只有一下午的时光相处，日落之前，杰西要乘飞机赶回美国。两人在午后的巴黎街头散步，在美丽的护城河上泛舟，无所不谈，兴致勃勃。可是就像命运的捉弄，快乐的时光像烟花一样醉人却短暂。杰西对席琳一送再送，难以忘情；席琳用吉他和歌声，怀念着内心深处的爱恋。太阳就快落下去了，杰西就要误了飞机，又或许他更不想错过的，是命里注定的缘分。
112,被嫌弃的松子的一生 嫌われ松子の一生,2006,中岛哲也,中谷美纪/永山瑛太/香川照之/市川实日子/伊势谷友介/柄本明/黑泽明日香/荒川良良/柴崎幸/土屋安娜/奥之矢佳奈/谷原章介/武田真治/片平渚/宫藤官九郎/角野卓造/田中要次/木村凯拉/谷中敦/剧团一人,剧情/歌舞,日本,日语,2006-05-27(日本),130 分钟,花样奇缘(港) / 令人讨厌的松子的一生(台) / 松子被嫌弃的一生 / 松子的悲惨人生 / Kiraware Matsuko no isshô / Memories of Matsuko,8.8,762980,55.1%,34.0%,9.3%,1.2%,0.5%,被嫌弃的松子的一生的剧情简介,有一天父亲（香川照之饰）突然来找阿笙（瑛太饰），告诉他有个素未谋面的姑姑死了，叫他去收拾下姑姑的房子。在河边的破烂小屋里，阿笙渐渐开始了解父亲口中的姑姑，到底有着怎样的一生。小时候的姑姑川尻松子（中谷美纪饰）经常做着白雪公主似的美梦，她后来成为一名安分的中学教师，却因百口莫辩的误会被辞退了，之后和一作家同居，作家却因为太爱她而选择自杀，死前留下遗言：生而为人对不起。这件事对松子打击极大；之后与该作家的事业敌人同居直至，又忍受不住去找对方妻子的诱惑，结果惨遭抛弃；又是当上浴室女郎，甚至还杀人入狱，然而不管有意无意，她从不放弃生活的希望。不管生活再怎样破碎，她仍然本能地生存下去，这生存本身，足以打动任何人，包括阿笙。
113,重庆森林 重慶森林,1994,王家卫,林青霞/金城武/梁朝伟/王菲/周嘉玲,剧情/爱情,中国香港,粤语 / 汉语普通话 / 英语 / 印地语 / 日语,1994-07-14(中国香港),102分钟,Chungking Express,8.8,908994,51.4%,37.6%,9.8%,0.9%,0.3%,重庆森林的剧情简介,编号为223的警察（金城武）失恋后患上失恋综合症，在与金发女杀手（林青霞）擦肩而过又离奇相遇并有了一晚温情后，原本以为包括“爱情”在内的所有东西都有保质期的他意外地迎来心灵的短暂温暖。可是，他们的爱情还是结束了。快餐店新来的女招待阿菲（王菲）爱上了时常光顾快餐店的编号 为663的警察（梁朝伟），因拆了他的女友（周嘉玲）留在快餐店给他的“分手” 信，阿菲知晓了他的心情，偷拿到他的钥匙趁他不在时常潜入他家，一边梦游一边悄悄地改变他的生活，终在被他撞见时令其感受到情感的回归。然而，这才是他们爱情的开始。
114,茶馆,1982,谢添,于是之/郑榕/蓝天野/英若诚/黄宗洛/童超/金昭/林连昆/牛星丽/谭宗尧/童弟/吴淑昆/胡宗温/程中/李大千/李源/李翔/张瞳/任宝贤/尚丽娟/米铁增/田春奎/冯增祥/雷飞/林东升/孟瑾/孙峻峰/平原/曹世骧/王大年/王淑华/张华/丁海涛/朱旭/孙敬修/曹孟浪/何康理,剧情/历史,中国大陆,汉语普通话,1982(中国大陆),118分钟,The Teahouse,9.6,199807,80.7%,16.6%,2.4%,0.2%,0.1%,茶馆的剧情简介,世纪之交，古老的中国正迎来前所未有的巨大变革。老态龙钟的大清王朝摇摇欲坠，六君子的鲜血无法阻止历史车轮的滚动，老北京城的上空风云变幻，波谲云诡。王利发（于是之 饰），北京城内裕泰茶馆的年轻掌柜。他谨记父亲的教诲，体面周全地迎送四方宾客。小小的茶馆内，三教九流各色人等穿梭于此：提笼架鸟哀叹时运的松二爷（黄宗洛 饰）；慨叹国之将亡的刚毅满人常四爷（郑榕 饰）；一心谋求实业救国的秦仲义（蓝天野 饰）；丧尽天良买卖人口的刘麻子（英若诚 饰）；打算娶老婆的庞太监（童超 饰）……你方唱罢我登场，小小茶馆之内演尽世间的沧桑与凄凉……本片根据老舍同名原著改编，并1983年第3届中国电影金鸡奖特别奖、文化部1982年优秀影片奖特别奖。
115,未麻的部屋 Perfect Blue,1997,今敏,岩男润子/松本梨香/辻亲八/大仓正章/秋元羊介/盐屋翼/堀秀行/筱原惠美/江原正士/梁田清之/古泽彻/新山志保/Emiko Furukawa/Aya Hara/三木真一郎/山野井仁/田野惠/长嶝高士/陶山章央/细井治,剧情/动画/悬疑/惊悚/犯罪,日本,日语,1997-08-05(加拿大奇幻电影节),81分钟,蓝色恐惧(港/台) / 蓝色的恐惧 / 未麻之部屋 / パーフェクト ブルー,9.1,414411,62.4%,30.6%,6.2%,0.6%,0.3%,未麻的部屋的剧情简介,当红三人少女偶像团体Charming Bird面临解散，核心成员雾越未麻在事务所的安排下不得不退出团体，转型成为一名电视剧演员。万事开头难，对于偶像歌手转型而来的未麻尤其如此，她在工作中承受着压力，闷闷不乐。与此同时，各种恐吓信不断、经纪人田所先生遇袭以及以自己的口吻在网站上写日记的神秘人都让未麻焦虑不已，恍惚间她甚至看到另一个自己。未麻的苦恼无人知晓，贪婪的田所甚至同意剧组的剧本，要求未麻出演一场尺度极大的强暴戏。这次演出成为未麻演艺事业的转折点，她的出镜率开始攀升，甚至还拍摄了裸露的写真。与此相对，电视剧编剧涩谷和曾给未麻拍下裸照摄影师村野接连遇害。未麻的生活变得混乱不堪，真相究竟如何？本片荣获1997年亚洲奇幻电影节最佳亚洲影片。
